dataset_name	uuid	system	path
TCGA-A2-A0YJ-01A-11D-A10G-09.wxs.T.hg38	ba96a36a-3ad4-4fb4-beef-b7b325e5a721	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/ba96a36a-3ad4-4fb4-beef-b7b325e5a721/TCGA-A2-A0YJ-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YJ-10A-01D-A10G-09.wxs.N.hg38	3ada9151-402a-4cc6-83e9-117b4c673964	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/3ada9151-402a-4cc6-83e9-117b4c673964/TCGA-A2-A0YJ-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A2-A0YK-01A-22D-A117-09.wxs.T.hg38	7449dd0a-217e-4884-98a4-d74e6e4e9ebf	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/7449dd0a-217e-4884-98a4-d74e6e4e9ebf/TCGA-A2-A0YK-01A-22D-A117-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YK-10A-01D-A117-09.wxs.N.hg38	48941742-dcb2-4796-863f-8be210eaea3b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/48941742-dcb2-4796-863f-8be210eaea3b/TCGA-A2-A0YK-10A-01D-A117-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YL-01A-21D-A10G-09.wxs.T.hg38	562753f5-e2e8-4b55-85e4-03fca8b1b180	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/562753f5-e2e8-4b55-85e4-03fca8b1b180/TCGA-A2-A0YL-01A-21D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YL-10A-01D-A10G-09.wxs.N.hg38	b58951f0-1775-4d6b-aa36-2ff177aca778	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b58951f0-1775-4d6b-aa36-2ff177aca778/TCGA-A2-A0YL-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YL.ATAC-Seq.T.hg38	ac5f3076-dd25-4fcf-ade2-4c8f4eb35a9d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/ac5f3076-dd25-4fcf-ade2-4c8f4eb35a9d/e9e09047-e848-4663-9d8f-10d6b3c91117_atacseq_gdc_realn.bam
TCGA-A2-A0YT-01A-11D-A10G-09.wxs.T.hg38	5fa56d7f-ba30-421f-b0b2-7c40ec678bed	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/5fa56d7f-ba30-421f-b0b2-7c40ec678bed/TCGA-A2-A0YT-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YT-10A-01D-A10G-09.wxs.N.hg38	101433ca-69cd-4ea7-af21-a2900d29d96c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/101433ca-69cd-4ea7-af21-a2900d29d96c/TCGA-A2-A0YT-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING_gdc_realn.bam
TCGA-A2-A0YT.ATAC-Seq.T.hg38	fdf7b8cf-86e4-4cb9-8193-ff8d6e2ecf02	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/fdf7b8cf-86e4-4cb9-8193-ff8d6e2ecf02/3620b8d9-ba30-4f68-8d0a-8e2aadbbbe01_atacseq_gdc_realn.bam
TCGA-A2-A4RX.ATAC-Seq.T.hg38	6c28b2c2-404f-4fde-8758-cc9f2b951309	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/6c28b2c2-404f-4fde-8758-cc9f2b951309/b3bbc74c-be45-4d55-9cb1-74070a516a6b_atacseq_gdc_realn.bam
TCGA-A6-A565-01A-31D-A28G-10.wxs.T.hg38	a6c41722-7754-4a0d-bef5-62ba0feabb61	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/a6c41722-7754-4a0d-bef5-62ba0feabb61/TCGA-A6-A565-01A-31D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A565-10A-01D-A28G-10.wxs.N.hg38	f1fe910d-0e8d-402b-9b1c-dbef348d8fd7	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/f1fe910d-0e8d-402b-9b1c-dbef348d8fd7/TCGA-A6-A565-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A565.ATAC-Seq.T.hg38	445a9002-21d6-43cd-95bc-fb16d1cb3000	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/445a9002-21d6-43cd-95bc-fb16d1cb3000/26d27bf5-bd7e-4f88-b114-db0ae94d44c6_atacseq_gdc_realn.bam
TCGA-A6-A566-01A-11D-A28G-10.wxs.T.hg38	b703d69b-0ee0-40ea-9f54-00b9e5185e56	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b703d69b-0ee0-40ea-9f54-00b9e5185e56/TCGA-A6-A566-01A-11D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A566-10A-01D-A28G-10.wxs.N.hg38	3001d98f-4021-4d39-aab5-e1ec0f3c147c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/3001d98f-4021-4d39-aab5-e1ec0f3c147c/TCGA-A6-A566-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A566.ATAC-Seq.T.hg38	fe638d26-4545-447f-bf43-a137611b51b7	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/fe638d26-4545-447f-bf43-a137611b51b7/352d082b-e820-4ee7-9e66-a4e7cff9dcbb_atacseq_gdc_realn.bam
TCGA-A6-A567-01A-31D-A28G-10.wxs.T.hg38	1795ac47-0e3c-4875-841e-7f5dd780e10f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/1795ac47-0e3c-4875-841e-7f5dd780e10f/TCGA-A6-A567-01A-31D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A567-10A-01D-A28G-10.wxs.N.hg38	926cc010-e4c9-4d76-bbe4-edb38d59ac2f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/926cc010-e4c9-4d76-bbe4-edb38d59ac2f/TCGA-A6-A567-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A567.ATAC-Seq.T.hg38	ddd55e5f-8201-4436-a111-df2bb94699b8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/ddd55e5f-8201-4436-a111-df2bb94699b8/1a6a2a26-95a3-484d-8fb0-9e1835724d1e_atacseq_gdc_realn.bam
TCGA-A6-A56B-01A-31D-A28G-10.wxs.T.hg38	8ced3acb-21ac-4295-891b-043802598726	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/8ced3acb-21ac-4295-891b-043802598726/TCGA-A6-A56B-01A-31D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A56B-10A-01D-A28G-10.wxs.N.hg38	22e5b3d0-2670-4935-a6dd-18b581a5a3c5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/22e5b3d0-2670-4935-a6dd-18b581a5a3c5/TCGA-A6-A56B-10A-01D-A28G-10_Illumina_gdc_realn.bam
TCGA-A6-A56B.ATAC-Seq.T.hg38	0f6c309e-85e4-4c7d-9303-c9973f3b2029	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/0f6c309e-85e4-4c7d-9303-c9973f3b2029/d807fac9-5739-4bb4-a52d-a86c066e2cae_atacseq_gdc_realn.bam
TCGA-A7-A0D9.ATAC-Seq.T.hg38	78d1a43a-ff3b-4fed-a63b-7628fd341d00	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/78d1a43a-ff3b-4fed-a63b-7628fd341d00/40b7cffd-763b-424e-90ce-6ca56b23a06b_atacseq_gdc_realn.bam
TCGA-A7-A13E.ATAC-Seq.T.hg38	ca806d83-9ab5-4a12-900f-663793511b5a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/ca806d83-9ab5-4a12-900f-663793511b5a/56255b53-63a6-4be0-a633-a185881d3892_atacseq_gdc_realn.bam
TCGA-A8-A06N.ATAC-Seq.T.hg38	7aa5512d-4f23-4a98-8979-350d520b159b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/7aa5512d-4f23-4a98-8979-350d520b159b/217be45a-1f28-4f1a-aae9-34b359ef2248_atacseq_gdc_realn.bam
TCGA-A8-A08J-01A-11W-A019-09.wxs.T.hg38	e7234295-c911-48ed-94c3-2912f4ddf988	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/e7234295-c911-48ed-94c3-2912f4ddf988/TCGA-A8-A08J-01A-11W-A019-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A8-A08J-10A-01W-A021-09.wxs.N.hg38	fa67d2b1-03ae-43d6-8549-9fd1cd383ed2	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/fa67d2b1-03ae-43d6-8549-9fd1cd383ed2/TCGA-A8-A08J-10A-01W-A021-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A8-A094-01A-11W-A019-09.wxs.T.hg38	baf2854c-7675-466e-a5bb-9bc4ba4b2239	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/baf2854c-7675-466e-a5bb-9bc4ba4b2239/TCGA-A8-A094-01A-11W-A019-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A8-A094-10A-01W-A021-09.wxs.N.hg38	fcea5697-c318-48b3-8590-c5732a15e1d6	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/fcea5697-c318-48b3-8590-c5732a15e1d6/TCGA-A8-A094-10A-01W-A021-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-A8-A094.ATAC-Seq.T.hg38	92545fad-d6a0-403d-a9da-168a12539041	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/92545fad-d6a0-403d-a9da-168a12539041/4279b4a3-91e6-44cd-845c-3dd4f96c74aa_atacseq_gdc_realn.bam
TCGA-AA-A00E.ATAC-Seq.T.hg38	0661151c-062d-4c42-9aed-85d34c798296	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/0661151c-062d-4c42-9aed-85d34c798296/8b1082ef-9799-4955-b608-2c19234eb900_atacseq_gdc_realn.bam
TCGA-AA-A00Q.ATAC-Seq.T.hg38	b7726b78-a909-48f8-b6e6-9649306c2f37	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/b7726b78-a909-48f8-b6e6-9649306c2f37/7733c4a8-9be5-48f2-9856-04fbd03ecd06_atacseq_gdc_realn.bam
TCGA-AA-A010-01A-01D-A17O-10.wxs.T.hg38	56b34c63-080a-4e7b-873e-72f50abbb349	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/56b34c63-080a-4e7b-873e-72f50abbb349/TCGA-AA-A010-01A-01D-A17O-10_hg19_Illumina_gdc_realn.bam
TCGA-AA-A010-10A-01D-A17O-10.wxs.N.hg38	5d07253e-7bce-4853-b05b-c850384a851c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/5d07253e-7bce-4853-b05b-c850384a851c/TCGA-AA-A010-10A-01D-A17O-10_hg19_Illumina_gdc_realn.bam
TCGA-AA-A010.ATAC-Seq.T.hg38	3fa2977b-8a47-41f1-aff4-a4b1b3a65ef5	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/3fa2977b-8a47-41f1-aff4-a4b1b3a65ef5/7e71227a-8d14-4457-be68-a4529eda11de_atacseq_gdc_realn.bam
TCGA-AA-A01R.ATAC-Seq.T.hg38	2200f63d-2388-44cb-846f-6bc4659a58a2	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/2200f63d-2388-44cb-846f-6bc4659a58a2/1b9bdcf6-29d1-41b9-a0d3-65b86fe48d27_atacseq_gdc_realn.bam
TCGA-AA-A01S-01A-21W-A096-10.wxs.T.hg38	8e8e17fc-a483-452b-829b-d4776a2bfad3	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/8e8e17fc-a483-452b-829b-d4776a2bfad3/TCGA-AA-A01S-01A-21W-A096-10_Illumina_gdc_realn.bam
TCGA-AA-A01S-11A-21W-A096-10.wxs.A.hg38	b971be3c-0872-4116-b57f-a33ad4536317	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b971be3c-0872-4116-b57f-a33ad4536317/TCGA-AA-A01S-11A-21W-A096-10_Illumina_gdc_realn.bam
TCGA-AA-A01S.ATAC-Seq.T.hg38	48a36c62-c52d-44f8-9701-d32e8d312fa7	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/48a36c62-c52d-44f8-9701-d32e8d312fa7/1ea5af82-6950-4d8d-b0f9-90bb8fd0448c_atacseq_gdc_realn.bam
TCGA-AA-A01X-01A-21W-A096-10.wxs.T.hg38	6f8c7c83-cd5b-4235-9da8-ea7a376b2aaf	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/6f8c7c83-cd5b-4235-9da8-ea7a376b2aaf/TCGA-AA-A01X-01A-21W-A096-10_Illumina_gdc_realn.bam
TCGA-AA-A01X-11A-11W-A096-10.wxs.A.hg38	1b35da6b-fb99-450f-be46-e1a67c5e9132	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/1b35da6b-fb99-450f-be46-e1a67c5e9132/TCGA-AA-A01X-11A-11W-A096-10_Illumina_gdc_realn.bam
TCGA-AA-A01X.ATAC-Seq.T.hg38	eea501f4-39cb-46e0-aaa9-a2c38a16ae9a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/eea501f4-39cb-46e0-aaa9-a2c38a16ae9a/7325f6da-cfe5-4f3f-ba7a-51f79a9ee8eb_atacseq_gdc_realn.bam
TCGA-AD-6889-01A-11D-1924-10.wxs.T.hg38	d87b2703-0058-4aa6-8c32-8b8967ec3e5a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/d87b2703-0058-4aa6-8c32-8b8967ec3e5a/TCGA-AD-6889-01A-11D-1924-10_hg19_Illumina_gdc_realn.bam
TCGA-AD-6889-10A-01D-1924-10.wxs.N.hg38	df68bae2-97d4-48a1-8244-caa1588de2dc	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/df68bae2-97d4-48a1-8244-caa1588de2dc/TCGA-AD-6889-10A-01D-1924-10_hg19_Illumina_gdc_realn.bam
TCGA-AO-A03L-01A-41W-A071-09.wxs.T.hg38	f1aa8cf7-27b8-41d7-98a1-f5800d218e07	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/f1aa8cf7-27b8-41d7-98a1-f5800d218e07/TCGA-AO-A03L-01A-41W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A03L-10A-01W-A071-09.wxs.N.hg38	77bb11d2-f4f8-4548-9fde-ebc80032abd0	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/77bb11d2-f4f8-4548-9fde-ebc80032abd0/TCGA-AO-A03L-10A-01W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A03L.ATAC-Seq.T.hg38	77251866-bd4c-4e59-9b83-1beff684c6f9	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/77251866-bd4c-4e59-9b83-1beff684c6f9/9f6a85ba-d06b-4fd8-ad24-603e4e7f706b_atacseq_gdc_realn.bam
TCGA-AO-A03N.ATAC-Seq.T.hg38	ab3aca8f-015d-4a4f-b683-6df25d8c3e64	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/ab3aca8f-015d-4a4f-b683-6df25d8c3e64/29a918b4-20de-409a-9fd2-1fade694263f_atacseq_gdc_realn.bam
TCGA-AO-A0J5-01A-11W-A050-09.wxs.T.hg38	eb097bfe-e9a7-4264-a4c4-08af4529f440	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/eb097bfe-e9a7-4264-a4c4-08af4529f440/TCGA-AO-A0J5-01A-11W-A050-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0J5-10A-01W-A055-09.wxs.N.hg38	407171eb-8370-4342-8d95-ec0eb198469f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/407171eb-8370-4342-8d95-ec0eb198469f/TCGA-AO-A0J5-10A-01W-A055-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0J5.ATAC-Seq.T.hg38	6b99b576-7a60-4e3f-8d47-b9086f702f6c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/6b99b576-7a60-4e3f-8d47-b9086f702f6c/1b0b67dc-85c5-4ffb-8255-c296141b150d_atacseq_gdc_realn.bam
TCGA-AO-A0J8-01A-21D-A045-09.wxs.T.hg38	e78f46a8-7c66-4f43-a6d9-4f6326af84c8	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/e78f46a8-7c66-4f43-a6d9-4f6326af84c8/TCGA-AO-A0J8-01A-21D-A045-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0J8-10A-01W-A055-09.wxs.N.hg38	f7e03bc7-9db4-4b92-a9e3-50ba79cb63dd	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/f7e03bc7-9db4-4b92-a9e3-50ba79cb63dd/TCGA-AO-A0J8-10A-01W-A055-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0J8.ATAC-Seq.T.hg38	f220a4de-071f-430a-9d2b-d3ea386b992d	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/f220a4de-071f-430a-9d2b-d3ea386b992d/860c85db-e39e-4c94-a163-9f4e52ca1054_atacseq_gdc_realn.bam
TCGA-AO-A0JB-01A-11W-A071-09.wxs.T.hg38	2ed9856f-72da-46cd-a4bf-9b31254bf3c4	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/2ed9856f-72da-46cd-a4bf-9b31254bf3c4/TCGA-AO-A0JB-01A-11W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0JB-10A-01W-A071-09.wxs.N.hg38	98e78f7c-6430-40e3-9c32-4446e7173885	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/98e78f7c-6430-40e3-9c32-4446e7173885/TCGA-AO-A0JB-10A-01W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0JB.ATAC-Seq.T.hg38	600c71d9-eda2-4693-a4ab-414eb17a424f	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/600c71d9-eda2-4693-a4ab-414eb17a424f/8bb167ca-3a65-49bf-a5a8-114ac96e2d4d_atacseq_gdc_realn.bam
TCGA-AO-A0JG-01A-31D-A099-09.wxs.T.hg38	50fe15fb-5ffb-41d2-a931-59aa8b11ec98	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/50fe15fb-5ffb-41d2-a931-59aa8b11ec98/TCGA-AO-A0JG-01A-31D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0JG-10A-01D-A099-09.wxs.N.hg38	91902b84-7227-4b99-94a2-41cd270e8306	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/91902b84-7227-4b99-94a2-41cd270e8306/TCGA-AO-A0JG-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0JM-01A-21W-A071-09.wxs.T.hg38	eba721d1-6d72-4d30-b58e-53eb8689472e	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/eba721d1-6d72-4d30-b58e-53eb8689472e/TCGA-AO-A0JM-01A-21W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0JM-10A-01W-A071-09.wxs.N.hg38	a118b808-2706-4d8d-8665-9fdd30edae14	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/a118b808-2706-4d8d-8665-9fdd30edae14/TCGA-AO-A0JM-10A-01W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A0JM.ATAC-Seq.T.hg38	9bfee10d-8b3e-4a4a-ae92-e63c8964e2af	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/9bfee10d-8b3e-4a4a-ae92-e63c8964e2af/b485206e-a595-436b-af56-41d992e53113_atacseq_gdc_realn.bam
TCGA-AO-A124-01A-11D-A10M-09.wxs.T.hg38	fbb58aea-eb0c-45c0-93ca-0822bb228072	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/fbb58aea-eb0c-45c0-93ca-0822bb228072/TCGA-AO-A124-01A-11D-A10M-09_IlluminaGA-DNASeq_exome_1_gdc_realn.bam
TCGA-AO-A124-10A-01D-A10M-09.wxs.N.hg38	5a8b68ba-195f-4f4c-a909-cdac9311226b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/5a8b68ba-195f-4f4c-a909-cdac9311226b/TCGA-AO-A124-10A-01D-A10M-09_IlluminaGA-DNASeq_exome_1_gdc_realn.bam
TCGA-AO-A124.ATAC-Seq.T.hg38	fa5119cc-b8f4-4a1b-8cd8-a53d42170645	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/fa5119cc-b8f4-4a1b-8cd8-a53d42170645/834f77a5-44b2-447f-b1bc-47f7f449b616_atacseq_gdc_realn.bam
TCGA-AO-A12D-01A-11D-A10Y-09.wxs.T.hg38	375d0fc3-2e9f-4057-b22a-0f81a24d6c66	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/375d0fc3-2e9f-4057-b22a-0f81a24d6c66/TCGA-AO-A12D-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome_2_gdc_realn.bam
TCGA-AO-A12D-10A-01D-A110-09.wxs.N.hg38	d1b0334a-0191-4959-a120-1502ec02cf64	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/d1b0334a-0191-4959-a120-1502ec02cf64/TCGA-AO-A12D-10A-01D-A110-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A12F-01A-11D-A10Y-09.wxs.T.hg38	9a18a6cc-20ff-4f8b-adf1-5254cf23c02a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/9a18a6cc-20ff-4f8b-adf1-5254cf23c02a/TCGA-AO-A12F-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A12F-10A-01D-A110-09.wxs.N.hg38	542647b0-af66-4d38-8e6b-ecf465e3e28b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/542647b0-af66-4d38-8e6b-ecf465e3e28b/TCGA-AO-A12F-10A-01D-A110-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AO-A12F.ATAC-Seq.T.hg38	f10acd39-a510-492d-b0d4-81dd4aab66c1	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/f10acd39-a510-492d-b0d4-81dd4aab66c1/4b3b4069-fb9f-48f1-a905-5511538689c8_atacseq_gdc_realn.bam
TCGA-AP-A051-01A-21W-A027-09.wxs.T.hg38	86493ebb-d046-4153-99c4-1a0145f64e94	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/86493ebb-d046-4153-99c4-1a0145f64e94/TCGA-AP-A051-01A-21W-A027-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AP-A051-10A-01W-A027-09.wxs.N.hg38	5aa41f02-d217-4246-8c72-f471a75a752a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/5aa41f02-d217-4246-8c72-f471a75a752a/TCGA-AP-A051-10A-01W-A027-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AP-A051.ATAC-Seq.T.hg38	001a6645-f90d-4921-9b8a-6a81e2d1472b	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/001a6645-f90d-4921-9b8a-6a81e2d1472b/80cfa5cb-86bd-4c06-9af1-385ef248eee9_atacseq_gdc_realn.bam
TCGA-AR-A0TP-01A-11D-A099-09.wxs.T.hg38	68c49718-ba32-460d-83c5-8c46585785b4	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/68c49718-ba32-460d-83c5-8c46585785b4/TCGA-AR-A0TP-01A-11D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AR-A0TP-10A-01D-A099-09.wxs.N.hg38	b1003c5e-d6db-4252-9b6d-591a3c97e2ac	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/b1003c5e-d6db-4252-9b6d-591a3c97e2ac/TCGA-AR-A0TP-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AR-A0TP.ATAC-Seq.T.hg38	1e7b433b-8a82-49f3-85f8-10ecb845a1e4	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/atacseq/1e7b433b-8a82-49f3-85f8-10ecb845a1e4/dab3c4b5-fccb-4df9-aafd-b285e1fb4a75_atacseq_gdc_realn.bam
TCGA-AR-A0TV-01A-21D-A099-09.wxs.T.hg38	82292c85-4be2-412e-9d29-5cabbb34b69a	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/82292c85-4be2-412e-9d29-5cabbb34b69a/TCGA-AR-A0TV-01A-21D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
TCGA-AR-A0TV-10A-01D-A099-09.wxs.N.hg38	2c2c4d4a-493b-455c-9959-90fa2ea3506c	storage1	/storage1/fs1/dinglab/Active/Projects/ATACseq/primary/GDC/WXS/2c2c4d4a-493b-455c-9959-90fa2ea3506c/TCGA-AR-A0TV-10A-01D-A099-09_IlluminaGA-DNASeq_exome_gdc_realn.bam
